FID	IID	pheno_1	pheno_2	pheno_3	pheno_4	pheno_5
7677	7677	60.18207070928484	41.934512951913796	28.42243759628689	2.2794341825753612	18.545288036558084
5218	5218	51.571281928971274	36.83233787900753	15.33507258125568	10.805641458123276	7.5028175964250465
1939	1939	51.75673646004061	33.1311556631243	17.335648977819975	8.202778942564002	15.42353612476439
5695	5695	56.08340448063025	39.47830201958979	14.931122428970518	14.63318817316708	9.320479580778716
4626	4626	71.50143228329485	24.718311412206525	24.782686198847422	17.109447538275774	11.580493933633305
2792	2792	62.22934974654723	36.504062449383575	28.356776340693553	20.28869027630617	3.4027935855207616
1933	1933	61.248008270072035	36.803395121743165	25.74938494364101	5.590203942148708	5.590957625944976
1076	1076	63.756223063707154	29.207317879593916	23.113886863554768	12.497532857778367	7.080140911664269
1534	1534	51.56859121484141	43.5631372995055	31.375377041144382	12.560324971645649	11.94390312233968
1615	1615	69.45757502327798	36.086511107929894	26.64633845166415	18.53396410205645	11.852436823889985
2854	2854	61.734685262854704	24.64130778214295	33.52140527407671	4.134550847281506	16.924607959887098
2830	2830	65.90455194864764	39.18105850762961	18.925423564032936	17.779059159760592	9.19873590572256
4823	4823	57.91468394555469	34.72136606945043	26.179824690540247	10.968701438381437	13.654914376309769
8327	8327	66.52648617687214	38.392784870836444	15.95912390542826	18.838447174724873	7.563852599351517
4437	4437	61.307638318480244	32.987093387600176	30.90767017676	11.628542036015137	3.926405554572411
1995	1995	66.01311666321533	30.948611575551965	25.56965903451103	13.371538495982277	-0.14913611753312672
1890	1890	54.79536231319853	33.997919245788516	16.38838430351754	18.869593904852533	10.357118296360659
2487	2487	55.012214307261466	39.70342204911698	26.943900146701242	11.897023067803863	3.019341329762419
1277	1277	64.24319657813697	31.533334909901885	27.55907613131188	18.666667914528958	2.7722677676220764
4174	4174	56.32365766858649	34.82501879641934	29.256025374009756	14.6983346837556	9.289671007226772
7002	7002	55.75493504339012	27.453265192704574	22.177543272808208	10.470286160278626	6.93111363756706
2468	2468	55.01312166792836	36.774070473990804	17.734725761919865	13.046672288771703	7.490603953215574
6124	6124	57.04358978086497	31.654078447056715	24.27896457032047	15.08590660465331	6.374987695574061
1921	1921	63.04339119838108	34.50073612600207	28.75773519739642	13.473488376334336	2.1730727414099675
4796	4796	63.92957048130155	31.088958032280694	28.102974814792788	11.777229372144589	12.532091264881098
4182	4182	58.25541187327289	23.032795949758068	26.40923689631614	17.123671562307294	14.436461363350302
7784	7784	64.16937405891291	33.102181568642614	21.894140261261214	6.691562395046033	11.94549986034234
7561	7561	69.91533672892187	22.663060497755794	25.39235155467507	13.468865594461322	16.958337142519127
7574	7574	52.55484263989831	34.05410723657014	26.171993395855107	15.704091204232848	21.56238421544059
1525	1525	65.61207631052636	35.74458933165078	23.075096638183208	9.529032151647275	21.304631175143907
2448	2448	59.23719440533999	39.842362248945705	18.06344423709919	11.456719898639271	9.391699521454383
3233	3233	55.50482613057518	35.1298641755993	31.287935269129527	12.050975360142152	15.330722287704752
2755	2755	60.380738060933396	36.64314118077691	29.757061307748344	10.343287974607682	15.055819399487882
1760	1760	65.92462406694122	31.586080665384955	26.59800267308318	15.050375175880868	6.4182138004670515
4400	4400	58.13693995169211	29.227620923290196	27.73501435286824	11.526005757171687	14.27306600385657
4575	4575	66.77362364568168	37.17598404715983	18.4616829982926	13.832365278943847	9.800893026464692
5832	5832	59.71170888306246	31.490270297991227	35.00715238206213	12.39456813933299	3.8848661632218064
3237	3237	60.70893908601274	40.01965674080524	18.503838605991415	19.872616192581265	8.619356918843753
1196	1196	53.8051733380783	38.6964540797148	34.765044436252936	18.217636804337833	5.626848487288681
2538	2538	56.66544302586319	32.45938716968603	23.383606076663035	9.752600500228231	4.6408381086999215
6948	6948	68.61762346438393	33.246059571848896	32.2850050151416	26.42730305925696	1.6814081839308983
4875	4875	56.65679581791734	36.49077074038865	21.803342404102384	11.57862511747631	19.776493728764713
3134	3134	56.939919071173996	33.48881934769737	26.125537926709224	18.84652246330559	10.81339861446802
5204	5204	62.186567404023215	36.04854831241045	7.7630869746822775	5.048683937986734	13.319747438499832
8653	8653	58.53011880076588	34.513490848701935	27.047944655604244	8.527541168160303	15.349012855955099
6819	6819	47.57181629522677	35.28176549325801	26.978596851018477	14.987527087518886	10.493152195703836
4074	4074	55.49411376943725	38.055987259516286	29.59692594250491	16.122579203547108	15.790713563683354
8569	8569	50.315983064446606	42.26857073774806	23.462232062957717	17.420310055490933	8.183606498220225
6238	6238	57.586423964080595	36.78123451774116	28.34520074863524	16.142407008622058	19.054442453751957
6972	6972	59.112176162758956	40.44681189368791	21.58371783141086	15.25066621741767	19.50747601229218
3606	3606	62.72204592162288	32.0317025883985	25.493369604083412	16.798360881027023	13.352468936074882
5779	5779	50.95084087337189	32.42343705494246	29.684321436560303	18.58573810174157	9.340195221094756
8059	8059	59.74419237434687	36.27742124673254	24.584375430754402	20.15321048115672	13.608825377141951
1566	1566	57.24804582342392	32.810963724737114	20.287079071373427	18.838399947966384	4.715807521065125
5211	5211	59.62137348220778	28.357519792146103	27.576009161755113	14.33226521491135	8.132685511562947
1636	1636	59.3101801557317	37.632733744050526	19.663139211139427	10.359256233182302	6.961601128016733
8239	8239	63.0392681026109	39.64246207445515	25.644206136055196	17.065551794626856	4.158914140926042
6582	6582	63.61004789171277	31.758393877005194	32.00291977985536	19.71256212269476	12.62444880935646
7086	7086	62.33637590835408	29.623562822185498	26.526323436530067	20.486744137497773	13.370265622225624
2298	2298	63.47707742657223	36.961504709876685	23.999573903913074	13.921501717036234	8.456563436809116
1165	1165	55.60560874370825	34.235697751583324	30.8245134896017	17.249215059104653	-0.8679555329917186
8951	8951	59.395846504674296	36.314411394554675	31.351924829296827	-1.468744907632761	7.9026887629916445
7199	7199	69.66535736255332	39.81393516789194	26.299365910045104	13.91019931237883	4.2262283094185635
8852	8852	63.96064101751075	23.869066071969296	18.19225611031385	16.350910184267082	12.599635954359057
6517	6517	53.346618449339864	27.943481198130897	22.157739276108032	20.20417179843693	8.790409412868236
4288	4288	55.98854899597703	31.679558569086765	30.893652859919417	14.979998132262478	4.189390566225773
5600	5600	57.876864185715405	35.60468269710845	28.32019429856083	11.755777486899087	11.278534570535166
4665	4665	54.43952130457552	39.481738757802574	25.086136821754806	23.492170822372373	5.747810160370945
3456	3456	52.46510264862893	43.13530282803572	21.751832312454965	20.102018108319548	7.122623976270131
7276	7276	58.70890283953435	36.63344902419845	20.05130569901746	11.975798905753946	12.91052884823879
4410	4410	58.335532067121385	32.90104443016419	23.50858213435109	18.606905209425673	14.735516243345032
7548	7548	62.091804970700004	40.9272221252035	23.76361606838219	17.485695190384213	6.281417367702759
5979	5979	52.1053691477552	38.865148337421715	25.346796415089887	10.8615099726477	1.3456346034054452
1945	1945	65.62091061348583	32.30009529506796	17.414689435763197	12.487714930627908	22.229021433155154
1236	1236	57.86041564835128	30.40809641933581	22.406098444931168	16.531607636014034	4.726564291140457
3598	3598	65.71057332265238	41.72843854282593	27.765256993448215	19.464484785069818	6.926642246398683
6432	6432	76.02458951609566	33.427788290039395	25.755064456132065	14.068277493813678	5.770700320217027
4026	4026	58.187738350848896	38.33280626513516	25.526537536654605	20.859292422502538	4.996906873472112
5227	5227	66.51192742000396	25.442146078827257	22.944549818716585	16.533485522062115	11.571992839673422
6983	6983	61.8122432820173	33.5501767135553	32.741002785417706	22.509822306755247	14.570541576173046
2411	2411	57.82341282505981	30.04375364888098	23.110041777522678	20.184502870151	19.75008069155531
3101	3101	67.00402387010413	36.865472121927965	25.133693175602836	9.476258174820096	2.997311416608227
6571	6571	57.15280874248725	26.36687857302894	24.921291286241882	11.808954290553896	3.889270978444711
8723	8723	57.034918996462885	36.32953320151032	26.539865636769626	19.987826275107874	3.3040770350782998
2010	2010	60.256301145783006	37.837886114853085	26.20839712279045	20.543514318186684	14.599333142792855
4540	4540	61.62466886920146	43.3600116396825	19.86716020533555	20.525975227004373	7.71826058765355
3537	3537	65.26030785035965	32.79936143582409	20.904044906811386	16.244049990242694	9.395204794841174
7759	7759	48.35564944585093	35.56977410943999	19.797827403219166	14.94080421600162	7.015549424739559
8493	8493	51.11332415364742	30.103113019207832	28.099564444009772	17.716160387679768	11.021000490371984
1510	1510	59.93686993707513	25.090475776532568	23.09401184921426	23.3624346689909	12.517926547164306
6101	6101	55.54725315634985	40.14528951237234	29.053251897682543	16.643582226023252	16.3104031540878
2562	2562	62.657390742288044	29.52740876540945	24.928512811218294	13.884940078813807	7.835980409989194
3738	3738	53.895906314412784	40.7646136078791	32.345534516729	21.11054297485322	7.486183425028275
7515	7515	57.18162846682002	25.833523274728616	32.32680403433427	14.238574816943789	11.889328964735222
6629	6629	54.388828735506806	34.06126872412291	24.226400969102134	16.90384331725698	13.811960133658653
5730	5730	55.84817084880513	35.511001717033444	26.97861790763233	14.793774919674508	4.200796645185947
8414	8414	58.40025713378776	35.015901447682346	28.87417059672143	14.34573249524656	9.658501856777283
4855	4855	58.89153169065242	35.680964175016705	30.222336308601594	7.105071269324075	14.07290564793593
2949	2949	59.85673760486482	35.31824063990776	33.09403025150415	14.05123969317408	11.162590981708057
5654	5654	54.04423223305136	38.82516826694824	26.624944055651284	13.315448765172293	13.604123367635097
