FID,IID,pheno_1,pheno_2,pheno_3,pheno_4,pheno_5
3340,3340,54.785928217388516,22.705083251322755,18.106563427778045,5.906083752906227,-4.8350181244074015
5501,5501,62.04367514226775,35.113060984862614,31.370391861540696,8.670960268712074,8.334257474182623
3489,3489,63.99546012044358,41.873358464324546,32.22358983302183,5.622891968826696,0.35317975989790007
4119,4119,60.44780157546195,37.834659382437565,18.20065534467487,15.095355689747588,4.282905663707635
8745,8745,55.98976808736061,42.121429490089874,21.24724929244495,6.592315891007338,9.090127722823796
2688,2688,63.94400289398205,40.74482238500299,19.461412468976985,19.581424230484906,-1.3452697539118823
1774,1774,59.57574728298662,37.38522091663813,23.023317763741137,7.90384730097827,6.616344759462069
4434,4434,65.30619386769439,44.82213276315674,23.978015607881208,9.12718370604419,12.948520215193469
2610,2610,66.67744889050401,41.947944105184426,20.91802235639994,12.39403817768126,-3.7040769928115385
4977,4977,62.52331156167578,42.86647873624941,15.523223368468392,8.612306494848799,0.99042409651772
7845,7845,65.76541830934701,33.55297504034562,22.77745924452377,6.444042445857981,-4.310006700890748
6610,6610,59.98508321483786,28.636783984583275,22.127281756567488,11.803898124633859,14.86218141116746
3714,3714,61.1890048742849,40.31086756726626,22.4782028833638,11.058100405290583,-6.519122631443748
6144,6144,63.78019759154606,41.89459943551656,20.14449804010112,0.09230167801258204,5.63604232617228
8260,8260,55.140690723564646,37.16000953931855,24.848572865578145,15.707235736283167,3.6676833568358456
7349,7349,63.954996006235966,54.87935860410772,12.753971995785612,3.589873764168221,9.014766977216942
4423,4423,65.57781167197888,39.59481820852642,17.663140470324535,2.393989388265134,3.713297137739363
2782,2782,69.13492638597653,39.37315471094657,20.814578794082887,2.208323318839323,-1.36562229739575
3734,3734,58.666734195568466,27.47326467015901,26.442384485312452,3.568667552155448,-1.8841584408746828
4555,4555,63.15909348349308,36.933429656547034,26.02560226045999,15.69931629142811,12.059450420736358
7653,7653,55.31644342442119,36.85685856495562,10.967771823982675,12.147238364582819,5.517044155580736
1475,1475,69.13809881618914,37.53442994691745,20.48281373984816,11.61660388927244,6.503491302038233
8560,8560,63.89937352904961,36.43749925300281,24.138747572048693,8.53687584914989,14.097357493144019
1253,1253,73.32489004772633,42.79800644253738,32.15886902445296,-2.847936687628282,4.491376462772541
1326,1326,65.53744183995144,33.003012548918534,19.074309024529704,-1.499656724850892,2.798107391370039
3071,3071,62.73763619197255,41.18933618013198,25.86664684552041,10.00294097670125,0.7753250028409289
5447,5447,64.30243616492464,36.36988742003683,29.570428809488483,3.184232928351607,13.32041294414568
3610,3610,59.383742830388655,42.49978772037539,21.019548973558457,12.070541605359457,3.9238096595439673
7661,7661,68.37279163985124,40.43649603486355,36.02168964892038,9.132831901687151,4.818194419132689
7095,7095,67.43201759633278,37.63609985568146,26.55062430014913,-5.8262064300268115,0.5295755310633288
4951,4951,61.32275971697344,41.28592087194538,18.85149499760912,6.27382238143144,8.564248549997743
7076,7076,61.659219917372674,43.8786082270275,13.906122303206669,1.8506066018438503,1.5583708498367308
3023,3023,61.33805272167978,28.91235102482906,21.46997860773468,8.132077521072434,12.078068538260597
2398,2398,55.47405566850839,44.63046105502368,23.27713822795362,0.775347628967106,15.924523960717565
2860,2860,59.56860782706301,47.64853198530933,28.278785804510022,2.690659095072281,-1.5210516079044378
8566,8566,59.89270330228752,40.30266305451812,23.472058454180843,2.1418689036443297,1.093570471609036
2594,2594,60.839576314244745,44.4079931968833,32.97580676775685,8.679609733738344,2.9162888951069106
3295,3295,65.10922482996685,41.24787532639944,23.09030287866313,8.345268505456488,6.157245655776437
6656,6656,60.13547753247711,37.0413537437976,27.720498325921845,9.464498049542236,2.3515657763727043
6211,6211,56.44061554810383,42.276054319945764,23.004445020717746,8.763729203633128,8.686904541668113
1873,1873,65.80730383728626,35.48385352694633,27.759498992437074,1.4429770337944685,6.2705440538703465
2804,2804,67.56761469385401,36.980878614376834,22.51029698577442,7.3382776926676385,6.899002164563753
3416,3416,54.36347321669308,37.50975037538318,19.88192684682177,14.00706282970576,4.8781175307148805
8114,8114,52.659412128334296,39.693170887038434,19.27220013869747,11.32447582211726,5.955070660745301
7642,7642,57.11130570776438,32.896328886456004,19.153832307750612,12.692471497484968,6.50947217632585
3532,3532,62.157513497218,44.12177360410323,16.405976128484888,12.20652837546145,4.951900104666063
7811,7811,63.2984049769355,43.221554962899226,19.979957346563076,4.553704097936548,8.515484544440149
5458,5458,51.88617105403114,29.074035433505607,19.640093139966027,7.6347858370733785,-5.605537722225904
3999,3999,69.3580306176465,44.124221368872874,24.20421821840638,6.259667864487405,9.914233934991117
2900,2900,63.860502438415395,31.46756502866423,15.300861885493198,7.531843394028485,7.206587695621377
5744,5744,61.899301249896446,43.940119519156205,21.648856081469813,1.6416287123492737,2.3750830283953657
5699,5699,52.48956247351542,29.194399615282947,27.21215936255929,7.391907264131156,4.768303957432145
1546,1546,63.23514358054316,44.945153053436506,25.260560744485495,-0.9061340501782364,4.014285773431068
4177,4177,60.4503717178788,46.171733662741076,20.227362894712314,10.381409698520136,2.8125548010058896
6636,6636,63.37884565265637,43.11301329204332,27.80714484596541,12.224373151168741,7.774062951232658
3202,3202,48.608503207859265,42.99763004250214,21.57103332254702,6.143835557531043,0.6214401786176067
7677,7677,64.37406962814029,35.23048120140437,26.22293870933269,5.1424103132211005,7.406883473798471
4678,4678,69.05973588002986,37.57303195710644,15.259163629603103,6.648223800319125,7.0069424061761
6922,6922,57.243494983895665,41.572795316654684,33.785721535624006,11.427842410052861,-1.6640155506708485
1023,1023,61.15515041060378,39.64778658735567,21.068995881674915,6.617495333072034,4.852759915628478
6202,6202,61.280037789958584,73.27508896361743,53.11942447423919,56.668963252588796,57.977061508718265
4983,4983,62.75685939769511,62.29692044528504,64.16473822331501,50.669473597097664,60.549327680477575
7245,7245,71.18710438371244,64.35403948952862,57.96157839418892,62.59150268414505,64.5117590237913
1709,1709,68.42527161542809,69.7998995040533,61.986824310695624,54.511162731546044,57.5084877052721
8057,8057,67.35081459979261,64.56695624627459,56.019307036539246,49.162686128150554,59.28819734648302
3874,3874,61.59406995838226,66.69211891012152,57.77494242163841,56.6578213770675,63.45969507679359
6529,6529,65.0848290268939,70.81701642613672,63.683652250301314,58.9606003249329,56.54815764556831
4061,4061,62.33631758980784,65.2491066066802,59.69483065724761,53.00320774397067,55.1322031866994
6005,6005,60.820034188914875,66.0415687230824,63.6521409283235,55.140164860883566,62.91855467182326
8128,8128,56.80256022788187,60.34746814866435,61.25598686338376,59.59884231417174,61.967345823047985
1701,1701,66.94782035041575,66.58251300576562,66.00923414133304,57.54183052092013,58.98138135354972
5850,5850,61.17551911625226,68.82609160860379,61.56271279753956,65.73133453057793,56.95308141068475
5497,5497,69.03798520403119,51.998968959330526,59.660157134366216,49.90922379310302,66.5260698944793
2775,2775,58.279514015334414,56.07454548963955,66.174984123865,55.289822264281874,60.26744097157493
6292,6292,66.74923047883638,53.93959597308239,61.829468831084576,61.06805605309668,64.91184014534299
7938,7938,62.63677794802391,67.1652189946448,69.53060687895817,62.36717065572248,64.99101608561493
5099,5099,69.8377652756913,66.50937608489092,58.55919443672476,62.06478819145666,58.03720924641364
7061,7061,61.069066202555746,69.05186891258234,71.8868151732583,60.01016421261837,57.22535598017734
3620,3620,62.23714065991492,66.01337730125826,56.65622535317318,64.07264596920213,64.39143323608073
5077,5077,54.607139318235,69.17838403620422,60.87589374174399,59.41341872460887,54.52309439497486
2324,2324,61.348703635825466,67.28065595538705,63.77485426158178,64.50986923699723,57.80647665352213
1443,1443,58.81921546243994,64.41624441759213,53.41984417691635,58.46522943547806,69.08298630289795
3240,3240,61.77127901535916,60.7693251353839,63.74278089574739,64.58967659745575,67.87824156376122
8614,8614,67.84260609100589,74.31563022828247,53.18767359602297,59.32841474940212,60.21209185856384
1394,1394,54.7299483103587,58.022332184613646,61.71058775436435,51.92544096397288,60.48654603837164
1648,1648,59.723787583729084,68.84493739049539,66.43286423278718,55.538277900762566,66.85559785973778
7199,7199,56.41202402078422,54.23235265252616,66.98709439918856,62.59581037182508,54.19529186337514
7703,7703,63.24265937052951,63.87096731537033,58.48476538205602,63.513676501692245,65.64786488903863
8869,8869,56.32167696213981,63.7584610312861,58.41586554417652,65.31845014378796,57.97431905553711
2823,2823,62.51013203946068,69.0589929146496,62.315422298860405,65.97866037337113,67.22581533405557
8820,8820,60.71018243107705,65.96044671865664,60.79836722497851,57.05410770103086,72.13945585177876
2223,2223,56.743814624075455,72.90581159107211,58.33903102087012,65.21241693310185,54.74467851405286
6237,6237,57.028002237246625,67.31619380969809,59.54834213190693,55.934314486173385,57.12114844789876
7237,7237,58.45030999192378,66.54824242066805,63.8766761582184,54.89975088848703,69.58976431892548
8644,8644,62.99645261754078,65.61041783338489,62.23586586849859,67.0997116447619,62.15496535280043
